River,Point bar designation,CB name,State/Province/ Region,Basin or Location,Country,Continent,Designation,Latitude,Longitude,Age,Abandonment type,Channel-belt Character,Accretion dominance,No of channels,Channel Length (m),Channel width (m),Channel Area (km2),Channel W/T,Bar Area (km2),Amplitude (m),CB Width (2x Amplitude - m),Measured Channel-belt Width (m),Channel-belt 1/2 wavelength (m),Meander wavelength (2x 1/2 lambd,Long axis Length (m),Short Axis Length (m),Thickness (m),CB W/T,"CB
wavelength
/ thickness","CB 1/2
wavelength / amplitude",Bankfull Thickness Type,Mean Bankfull thickness (m),Maximum Bankfull thickness (m),Intermediate Bankfull Thickness (m),Eddy Accretion thickness (m),Contributing Drainage Area (km2),Contributing Drainage Basin Length - (km),Drainage Basin Length to CB from Baselevel (km),Valley Slope (*10-3),Channel Slope (*10-3),Sinuosity,Channel Distance from baselevel (km),Max catchment Relief (km),"Q
(bankfull) cms","Koeppen _ Climate
_class_ pointbar",Koeppen Climate class_ pointbar_simplified,"Koeppen climate_ class_simplified
_ptbar_wet/dry",Sources
Red,Boyce_E8,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.339,-92.525,Holocene,cut-off,Single Thread,Lateral,1,,206,,13,,1065,2130,,1295,2590,,,16,131,159,1.22,intermediate,,,16,,"167,683","1,210",90,0.12,0.06,2.0,88,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Boyce_W31,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.316,-92.534,Holocene,cut-off,Single Thread,Lateral,1,,324,,19,,1266,2532,1667,1069,2138,,,17,146,124,0.84,maximum,,17,,,"167,683","1,210",90,0.12,0.06,2.0,87,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Boyce_W42,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.423,-92.662,Holocene,cut-off,Single Thread,Lateral,1,,253,,15,,1700,3400,,858,1716,,,17,206,104,0.50,maximum,,17,,,"167,683","1,192",108,0.12,0.06,2.0,105,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Bunkie_AV128,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,30.885,-92.120,Holocene,avulsion,Single Thread,Lateral,1,,210,,15,,327,327,,1272,2544,,,14,23,177,3.89,mean,14,,,,"167,683","1,275",25,0.13,0.15,1.2,26,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Bunkie_SL219,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,30.784,-92.151,Holocene,avulsion,Single Thread,Lateral,1,,247,,15,,497,497,,876,1752,,,17,30,105,1.76,maximum,,17,,,"167,683","1,275",25,0.13,0.13,1.4,17,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Campti,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.841,-93.146,Holocene,cut-off,Single Thread,Lateral,1,3350,110,0.369,6,0.486,1120,2240,,730,1460,1120,730,17,132,86,0.65,,,,,,"167,683","1,126",174,0.20,0.12,1.6,181,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Doddridge 1,Red,Arkansas,GOM,USA,NA,Red_Gulf Basin,33.128,-93.833,Holocene,cut-off,Single Thread,Lateral,1,7190,80,0.596,7,0.877,1320,2640,,870,1740,1320,870,12,220,145,0.66,,,,,,"134,154",962,338,0.18,0.12,1.5,355,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Doddridge 2,Red,Arkansas,GOM,USA,NA,Red_Gulf Basin,33.162,-93.780,Holocene,cut-off,Single Thread,Lateral,1,5890,70,0.383,5,0.475,1170,2340,,530,1060,1170,530,15,156,71,0.45,,,,,,"134,154",960,340,0.18,0.12,1.5,351,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Fulton,Red,Arkansas,GOM,USA,NA,Red_Gulf Basin,33.571,-93.969,Holocene,cut-off,Single Thread,Lateral,1,7200,190,1.360,21,3.080,3000,6000,,1410,2820,3000,1410,9,667,313,0.47,,,,,,"132,313",887,413,0.18,0.10,1.8,413,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Hanna,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.927,-93.280,Holocene,cut-off,Single Thread,Lateral,1,6780,170,1.160,10,2.400,2880,5760,,1140,2280,2880,1140,17,339,134,0.40,,,,,,"167,683","1,110",190,0.20,0.12,1.6,199,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,KellerLake,Red,Arkansas,GOM,USA,NA,Red_Gulf Basin,33.307,-93.724,Holocene,cut-off,Single Thread,Lateral,1,5210,150,0.777,10,1.170,1830,3660,,1070,2140,1830,1070,15,244,143,0.58,,,,,,"134,154",937,363,0.18,0.12,1.5,373,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_E2,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.043,-92.350,Holocene,avulsion,Single Thread,Lateral,1,,250,,14,,1023,2046,2099,1651,3302,,,18,116,187,1.61,maximum,,18,,,"167,683","1,232",68,0.12,0.06,2.0,50,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_E20,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.238,-92.438,Holocene,avulsion,Single Thread,Lateral,1,,184,,12,,919,1838,2363,839,1678,,,15,122,111,0.91,mean,15,,,,"167,683","1,225",75,0.12,0.06,2.0,75,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_W13,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.106,-92.358,Holocene,avulsion,Single Thread,Lateral,1,,228,,12,,1253,2506,,916,1832,,,19,135,99,0.73,maximum,,19,,,"167,683","1,225",75,0.12,0.06,2.0,57,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_W19,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.017,-92.315,Holocene,avulsion,Single Thread,Lateral,1,,220,,12,,686,1372,,1488,2976,,,18,78,168,2.17,maximum,,19,,,"167,683","1,235",65,0.12,0.06,2.0,47,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_W22,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.181,-92.425,Holocene,avulsion,Single Thread,Lateral,1,,200,,12,,1140,2280,2648,795,1590,,,17,131,92,0.70,intermediate,,,17,,"167,683","1,225",75,0.12,0.06,2.0,68,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_W39,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.222,-92.415,Holocene,avulsion,Single Thread,Lateral,1,,242,,16,,889,1778,2308,460,920,,,15,119,61,0.52,intermediate,,,17,,"167,683","1,225",75,0.12,0.06,2.0,72,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_W48,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.173,-92.365,Holocene,avulsion,Single Thread,Lateral,1,,201,,11,,1814,3628,,857,1714,,,19,190,90,0.47,maximum,,19,,,"167,683","1,219",81,0.12,0.06,2.0,66,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_W50,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.176,-92.331,Holocene,avulsion,Single Thread,Lateral,1,,214,,13,,1197,2394,,1124,2248,,,16,148,139,0.94,intermediate,,,16,,"167,683","1,219",81,0.12,0.06,2.0,66,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Lecompte_W66,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,31.092,-92.360,Holocene,avulsion,Single Thread,Lateral,1,,260,,11,,479,958,,414,828,,,23,41,35,0.86,intermediate,,,23,,"167,683","1,227",73,0.12,0.06,2.0,56,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Morningsport 2,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,32.693,-93.770,Holocene,cut-off,Single Thread,Lateral,1,4290,150,0.653,11,0.926,1180,2360,,1190,2380,1190,1050,14,169,170,1.01,,,,,,"153,185","1,015",285,0.25,0.12,2.1,299,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Mornngsport 1,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,32.669,-93.768,Holocene,cut-off,Single Thread,Lateral,1,7260,220,1.590,12,3.280,2310,4620,,1940,3880,2310,1940,18,257,216,0.84,,,,,,"153,185","1,015",285,0.25,0.12,2.1,296,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Red Bank,Red,Arkansas,GOM,USA,NA,Red_Gulf Basin,33.549,-94.337,Holocene,cut-off,Single Thread,Lateral,1,4590,170,0.783,14,1.090,1370,2740,,1110,2220,1370,1110,12,228,185,0.81,,,,,,"132,313",860,440,0.18,0.10,1.8,448,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Turkey Creek_A3,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,30.929,-92.315,Holocene,avulsion,Single Thread,Lateral - Translation,1,,155,,14,,303,303,,858,1716,,,11,28,160,2.83,mean,11,,,,"167,683","1,266",34,0.13,0.14,1.5,36,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red,Vivian,Red,Louisiana,GOM,USA,NA,Red_Gulf Basin,32.782,-93.845,Holocene,cut-off,Single Thread,Lateral,1,3570,110,0.407,8,0.525,1430,2860,,510,1020,1430,510,14,204,73,0.36,,,,,,"153,185","1,002",298,0.25,0.12,2.1,311,1.05,2525,Cfa,warm temperate,humid,"Saucier, 1994; Alexandria: 1872-1980"
Red River,2,Red River,Manitoba,Hudson Tributive,Canada,NA,Hudson Tributive,49.238,-97.315,Holocene,cut-off,Single Thread,Lateral - Translation,1,3420,130,0.440,8,0.600,1450,2900,,560,1120,1450,560,17,176,68,0.39,mean,17,20,,,"104,000",680,90,0.06,0.02,2.8,,,450,Dfb,snow,,Brooks (2003); Emerson_1913-1997
Red River,1,Red River,Manitoba,Hudson Tributive,Canada,NA,Hudson Tributive,49.243,-97.313,Holocene,cut-off,Single Thread,Lateral - Translation,1,3180,110,0.350,7,0.620,1250,2500,,670,1340,1250,670,16,161,86,0.54,mean,16,21,,,"104,000",680,90,0.06,0.02,2.8,,,450,Dfb,snow,,Brooks (2003); Emerson_1913-1997
Rhine,GE_07_B_ptbar1b,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.946,5.649,Holocene,avulsion,Single Thread,Downstream,1,,260,,26,,360,720,,3260,6520,,,10,72,652,9.06,maximum,,10,,,"160,778",849,99,0.15,0.08,1.1,80,3.374,,Cfb,warm temperate,humid,"Gouw and Erkens, 2007"
Rhine,GE07_D_Waal_ptbar1,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.823,5.233,Holocene,cut-off,Single Thread,Lateral - Translation,1,,370,,46,,1400,2800,,912,1824,,,8,350,228,0.65,intermediate,,,8,,"160,778",868,80,0.17,0.12,1.2,45,3.374,,Cfb,warm temperate,humid,"Gouw and Erkens, 2007"
Rhine,Mehr_1,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.707,6.489,Holocene,cut-off,Single Thread,?,1,,315,,45,,3428,6856,,2424,4848,,,7,979,693,0.71,mean,7,,,,"159,526",787,161,0.27,0.15,1.4,151,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Mehr_2,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.689,6.511,Holocene,cut-off,Single Thread,?,1,,413,,52,,3848,7696,,1929,3858,,,8,962,482,0.50,intermediate,,,8,,"159,526",787,161,0.27,0.15,1.4,151,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Mehr_3,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.668,6.394,Holocene,cut-off,Single Thread,Lateral,1,,326,,47,,2325,4650,,958,1916,,,7,664,274,0.41,maximum,,7,,,"159,526",787,161,0.27,0.15,1.4,151,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Mundelheim_1,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.361,6.681,Holocene,cut-off,Single Thread,Downstream,1,,348,,50,,1342,2684,,2409,4818,,,7,383,688,1.80,mean,7,,,,"147,598",743,205,0.31,0.19,1.5,207,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Mundelheim_2,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.352,6.710,Holocene,cut-off,Single Thread,?,1,,500,,71,,2740,5480,,1334,2668,,,7,783,381,0.49,mean,7,,,,"148,828",743,205,0.31,0.19,1.5,207,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Rheinberg_1,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.587,6.643,Holocene,cut-off,Single Thread,?,1,,500,,56,,3300,6600,,2800,5600,,,9,733,622,0.85,maximum,,9,,,"159,251",765,183,0.30,0.19,1.3,175,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Rheinberg_2,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.558,6.659,Holocene,cut-off,Single Thread,?,1,,450,,38,,2660,5320,,2480,4960,,,12,443,413,0.93,maximum,7,12,,,"159,251",765,183,0.30,0.19,1.3,175,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Urdenbach_1,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.147,6.839,Holocene,confined,Single Thread,Lateral - Translation,1,,400,,36,,2760,5520,,2175,4350,,,11,502,395,0.79,maximum,8,11,,,"147,598",718,230,0.28,0.22,1.4,248,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine,Urdenbach_2,Rhine,Rhine_Rift,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.134,6.877,Holocene,cut-off,Single Thread,Lateral - Translation,1,,388,,32,,1750,3500,,2072,4144,,,12,292,345,1.18,maximum,8,12,,,"148,828",718,230,0.28,0.22,1.4,248,3.374,,Cfb,warm temperate,humid,"Erkens et al., 2011"
Rhine-Meuse,Hollandsche Ijssel_21.3,Ijssel,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,52.008,4.787,Holocene,avulsion,Single Thread,,1,,20,,3,,180,180,,753,1506,,,8,23,188,4.18,maximum,,8,,,"165,000",905,43,0.10,0.09,1.2,3.1,3.374,2900,Cfb,warm temperate,humid,"Gouw and Berendsen, 2007"
Rhine-Meuse,Hollandsche Ijssel_3.1,Ijssel,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,52.048,5.005,Holocene,avulsion,Single Thread,,1,,50,,7,,315,315,,1474,2948,,,8,42,393,4.68,maximum,,7.5,,,"165,000",885,63,0.28,0.24,1.2,21.3,3.374,2900,Cfb,warm temperate,humid,"Gouw and Berendsen, 2007"
Rhine-Meuse,Linge_18.5,Linge,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.891,5.229,Holocene,avulsion,Single Thread,,1,,40,,7,,1250,1250,,937,1874,,,6,208,312,0.75,maximum,,6,,,"165,000",886,62,0.11,0.07,1.6,33.5,3.374,8700,Cfb,warm temperate,humid,"Gouw and Berendsen, 2007"
Rhine-Meuse,Linge_38.5,Linge,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.858,5.012,Holocene,avulsion,Single Thread,,1,,50,,7,,480,480,,974,1948,,,7,69,278,2.03,maximum,,7.5,,,"165,000",906,42,0.11,0.07,1.6,8,3.374,8700,Cfb,warm temperate,humid,"Gouw and Berendsen, 2007"
Rhine-Meuse,Schaik_0.4,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.908,5.100,Holocene,avulsion,Anabranching,,1,,33,,6,,170,170,,515,1030,,,5,33,202,3.03,maximum,,5.1,,,"165,000",,,0.15,0.12,1.3,22,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schaik_14.9,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.860,4.932,Holocene,avulsion,Anabranching,,1,,60,,9,,55,55,,343,686,,,7,8,104,6.24,maximum,,6.6,,,"165,000",,,0.15,0.10,1.5,8.7,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schaik_15.2,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.857,4.927,Holocene,avulsion,Anabranching,,1,,35,,5,,60,60,,334,668,,,6,9,104,5.57,maximum,,6.4,,,"165,000",,,0.15,0.13,1.1,5.2,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schaik_19.1,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.846,4.882,Holocene,avulsion,Anabranching,,1,,32,,5,,50,50,,233,466,,,6,8,75,4.66,maximum,,6.2,,,"165,000",,,0.15,0.11,1.3,2.8,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schaik_2.8,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.897,5.074,Holocene,avulsion,Anabranching,,1,,60,,10,,150,150,,562,1124,,,6,25,184,3.75,maximum,,6.1,,,"165,000",,,0.15,0.12,1.3,19.1,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schaik_22,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.843,4.847,Holocene,avulsion,Anabranching,,1,,21,,4,,40,40,,418,836,,,6,7,147,10.45,maximum,,5.7,,,"165,000",,,0.15,0.11,1.3,0.4,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schaik_5.2,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.890,5.040,Holocene,avulsion,Anabranching,,1,,32,,6,,140,140,,572,1144,,,6,25,208,4.09,maximum,,5.5,,,"165,000",,,0.15,0.14,1.0,15.2,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schaik_8.7,Schaik,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.887,4.992,Holocene,avulsion,Anabranching,,1,,26,,4,,70,70,,491,982,,,6,12,169,7.01,maximum,,5.8,,,"165,000",,,0.15,0.12,1.2,14.9,3.374,400,Cfb,warm temperate,,"Törnqvist et al., 1993;  Gouw and Berdensen, 2007; Makaske 2007"
Rhine-Meuse,Schoonrewoerd_Cule mbord_east_1.7,Scheenrewoerd,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.947,5.208,Holocene,avulsion,Anabranching,,1,,48,,13,,140,140,,,0,,,4,39,0,0.00,maximum,,3.6,,,"165,000",,,0.07,0.06,1.2,34.6,3.374,400,Cfb,warm temperate,,"Gouw and Berdensen, 2007; Makaske et al., 2007"
Rhine-Meuse,Schoonrewoerd_Cule mbord_west_2.0,Scheenrewoerd,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.948,5.199,Holocene,avulsion,Anabranching,,1,,48,,11,,195,195,,,0,,,5,43,0,0.00,maximum,,4.5,,,"165,000",,,0.07,0.06,1.2,32.8,3.374,400,Cfb,warm temperate,,"Gouw and Berdensen, 2007; Makaske et al., 2007"
Rhine-Meuse,Schoonrewoerd_Leer broek_north_15.3,Scheenrewoerd,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.920,5.054,Holocene,avulsion,Anabranching,,1,,38,,7,,130,130,,403,806,,,6,23,144,3.10,maximum,,5.6,,,"165,000",,,0.07,,,14.8,3.374,400,Cfb,warm temperate,,"Gouw and Berdensen, 2007; Makaske et al., 2007"
Rhine-Meuse,Schoonrewoerd_Leer broek_south_14.8,Scheenrewoerd,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.914,5.048,Holocene,avulsion,Anabranching,,1,,30,,6,,95,95,,338,676,,,5,18,130,3.56,maximum,,5.2,,,"165,000",,,0.07,,,15.3,3.374,400,Cfb,warm temperate,,"Gouw and Berdensen, 2007; Makaske et al., 2007"
Rhine-Meuse,Schoonrewoerd_Noor delos_north_21.5,Scheenrewoerd,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.912,4.973,Holocene,avulsion,Anabranching,,1,,26,,4,,90,90,,223,446,,,7,12,61,2.48,maximum,,7.3,,,"165,000",,,0.07,0.05,1.4,6.4,3.374,400,Cfb,warm temperate,,"Gouw and Berdensen, 2007; Makaske et al., 2007"
Rhine-Meuse,Schoonrewoerd_Noor delos_south_21.5,Scheenrewoerd,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.907,4.975,Holocene,avulsion,Anabranching,,1,,33,,4,,80,80,,226,452,,,7,11,61,2.83,maximum,,7.4,,,"165,000",,,0.07,0.05,1.3,11.6,3.374,400,Cfb,warm temperate,,"Gouw and Berdensen, 2007; Makaske et al., 2007"
Rhine-Meuse,Schoonrewoerd_Mole naarsgraaf_I_32.8,Schoonrewoerd,Netherlands,Rhine_Rift,Netherlands,EU,Rhine_Rift,51.868,4.835,Holocene,avulsion,Single Thread,,1,,25,,3,,65,65,,318,636,,,9,7,72,4.89,maximum,,8.8,,,"165,000",904,44,0.07,0.06,1.0,2,3.374,400,Cfb,warm temperate,humid,"Gouw and Berdensen, 2007; Makaske et al., 2007"
Rio_Ramos,Calapua 1,Rio_Ramos,Peru,Andes,Peru,SA,Andes,-15.310,-70.199,Holocene,cut-off,Single Thread,Lateral - Translation,1,2630,70,0.194,7,0.500,1250,2500,1553,430,860,1250,430,10,250,86,0.34,,,,,,5335,163,,0.20,0.13,1.6,,2.19,600,Cfb,warm temperate,humid,"Farabaugh and Rigsby, 2005"
Rio_Ramos,Calapua 2,Rio_Ramos,Peru,Andes,Peru,SA,Andes,-15.296,-70.186,Holocene,cut-off,Single Thread,Lateral - Translation,1,1980,100,0.191,8,0.830,600,1200,,760,1520,760,600,12,100,127,1.27,,,,,,"5,335",163,,0.20,0.13,1.6,,2.19,600,Cfb,warm temperate,humid,"Farabaugh and Rigsby, 2005"
Sabine,43,Sabine,Texas,GOM,USA,NA,Sabine_Gulf Basin,30.322,-93.756,Holocene,avulsion,Single Thread,Lateral,1,1080,60,0.063,9,0.073,430,860,1181,400,800,430,400,7,123,114,0.93,maximum,,7.3,,,"24,200",453,43,0.30,0.15,2.0,,,850,Cfa,warm temperate,humid,"Morton et al., 1996; Stream gauge difference; Ruliff: 1908-2009"
Sabine,45,Sabine,Texas,GOM,USA,NA,Sabine_Gulf Basin,30.294,-93.764,Pleistocene,cut-off,Single Thread,Lateral - Translation,1,5530,190,1.069,13,0.930,2180,4360,,880,1760,2180,880,15,291,117,0.40,mean,15,,,,"25,000",459,37,0.30,0.00,,,,850,Cfa,warm temperate,humid,"Morton et al., 1996"
Sabine,47,Sabine,Texas,GOM,USA,NA,Sabine_Gulf Basin,30.162,-93.670,Pleistocene,cut-off,Single Thread,Lateral - Translation,1,5430,300,1.700,30,2.300,2040,4080,5523,1450,2900,2040,1450,10,408,290,0.71,,,,,,"25,000",477,19,0.30,0.00,,,,850,Cfa,warm temperate,humid,"Morton et al., 1996"
Sakura,1,Sakura,Japan,,Japan,AS,Japan,36.286,140.097,Holocene,confined,Single Thread,Downstream,1,145,13,0.179,5,0.124,22,44,33,88,176,88,176,3,17,68,4.00,maximum,2,2.6,,,128,20,,1.02,1.00,1.0,,,12,,,,"Iseya and Ikeda, 1989"
Seim,1,Seim,Russia,,Russia,AS,Russia,51.736,35.127,Pleistocene,cut-off,Single Thread,,1,9000,290,2.610,17,5.204,3180,6360,7564,2320,4640,3180,2320,17,374,273,0.73,maximum,,,,,"10,700",189,,0.00,0.00,,,,,Dfb,snow,,"Sidorchuk et al., 2003"
South Fork - Madison,E13,South Fork - Madison,Montana,Mississippi Tributitve,USA,NA,Montana,44.695,-111.200,Holocene,cut-off,Single Thread,Lateral,1,260,10,0.004,8,0.003,100,200,240,45,90,100,45,1,167,75,0.45,intermediate,,,1.2,,120,32,,0.00,0.00,,,,,Dfc,snow,,"Alexander et al., 1994"
South Fork - Madison,E21,South Fork - Madison,Montana,Mississippi Tributitve,USA,NA,Montana,44.689,-111.195,Holocene,cut-off,Single Thread,Lateral,1,190,10,0.002,8,0.004,50,100,152,120,240,120,50,1,83,200,2.40,intermediate,,,1.2,,120,32,,0.00,0.00,,,,,Dfc,snow,,"Alexander et al., 1994"
South Fork - Madison,E32,South Fork - Madison,Montana,Mississippi Tributitve,USA,NA,Montana,44.726,-111.223,Holocene,cut-off,Single Thread,Lateral,1,590,30,0.017,20,0.030,160,320,,220,440,220,160,2,213,293,1.38,maximum,,1.5,,,120,32,,0.00,0.00,,,,,Dfc,snow,,"Alexander et al., 1994"
South Fork - Madison,W15B,South Fork - Madison,Montana,Mississippi Tributitve,USA,NA,Montana,44.696,-111.207,Holocene,cut-off,Single Thread,Lateral,1,790,30,0.027,17,0.048,320,640,,250,500,320,250,2,356,278,0.78,maximum,,1.8,,,120,32,,0.00,0.00,,,,,Dfc,snow,,"Alexander et al., 1994"
Strickland,5b,Strickland,PNG,Foreland,PNG,SEAS,Foreland,-6.909,142.077,Holocene,cut-off,Single Thread,Lateral,1,9490,270,2.610,21,6.670,2810,5620,8141,3350,6700,3350,2810,13,432,515,1.19,intermediate,11,13,,,"36,000",410,70,0.04,0.02,2.3,,,7232,Am,equatorial,humid,"Swanson et al., 2008; Lauer et al 2008"
Strickland,4,Strickland,PNG,Foreland,PNG,SEAS,Foreland,-7.131,141.881,Holocene,cut-off,Single Thread,Lateral,1,6570,220,1.460,20,4.320,2150,4300,7133,2590,5180,2590,2150,11,391,471,1.20,mean,11,13,,,"36,000",444,36,0.04,0.02,2.3,,,7232,Am,equatorial,humid,"Aalto et al., 2008;  Swanson et al., 2008;  Lauer et al 2008"
Strickland,5,Strickland,PNG,Foreland,PNG,SEAS,Foreland,-6.910,142.033,Holocene,cut-off,Single Thread,Lateral,1,8440,260,2.170,20,2.670,2550,5100,8141,1510,3020,2550,1510,13,392,232,0.59,intermediate,11,13,,,"36,000",410,70,0.04,0.02,2.3,,,7232,Am,equatorial,humid,"Aalto et al., 2008;  Swanson et al., 2008;  Lauer et al 2008"
